Operation,Module_A,Module_B,Header,From
Reverse,range,geometry,boost/range/size_type.hpp,boost/geometry/core/mutable_range.hpp
Reverse,range,geometry,boost/range/value_type.hpp,boost/geometry/algorithms/append.hpp boost/geometry/algorithms/area.hpp boost/geometry/algorithms/convert.hpp boost/geometry/algorithms/densify.hpp boost/geometry/algorithms/detail/buffer/buffer_inserter.hpp boost/geometry/algorithms/detail/buffer/buffer_policies.hpp boost/geometry/algorithms/detail/buffer/buffered_piece_collection.hpp boost/geometry/algorithms/detail/buffer/buffered_ring.hpp boost/geometry/algorithms/detail/buffer/get_piece_turns.hpp boost/geometry/algorithms/detail/buffer/implementation.hpp boost/geometry/algorithms/detail/closest_points/point_to_geometry.hpp boost/geometry/algorithms/detail/disjoint/linear_areal.hpp boost/geometry/algorithms/detail/disjoint/multipoint_geometry.hpp boost/geometry/algorithms/detail/disjoint/multirange_geometry.hpp boost/geometry/algorithms/detail/distance/point_to_geometry.hpp boost/geometry/algorithms/detail/envelope/range_of_boxes.hpp boost/geometry/algorithms/detail/extreme_points.hpp boost/geometry/algorithms/detail/interior_iterator.hpp boost/geometry/algorithms/detail/is_simple/areal.hpp boost/geometry/algorithms/detail/is_simple/linear.hpp boost/geometry/algorithms/detail/is_valid/is_acceptable_turn.hpp boost/geometry/algorithms/detail/is_valid/multipolygon.hpp boost/geometry/algorithms/detail/max_interval_gap.hpp boost/geometry/algorithms/detail/overlay/add_rings.hpp boost/geometry/algorithms/detail/overlay/check_enrich.hpp boost/geometry/algorithms/detail/overlay/copy_segment_point.hpp boost/geometry/algorithms/detail/overlay/enrich_intersection_points.hpp boost/geometry/algorithms/detail/overlay/follow.hpp boost/geometry/algorithms/detail/overlay/follow_linear_linear.hpp boost/geometry/algorithms/detail/overlay/get_clusters.hpp boost/geometry/algorithms/detail/overlay/get_intersection_points.hpp boost/geometry/algorithms/detail/overlay/get_ring.hpp boost/geometry/algorithms/detail/overlay/get_turns.hpp boost/geometry/algorithms/detail/overlay/handle_colocations.hpp boost/geometry/algorithms/detail/overlay/handle_self_turns.hpp boost/geometry/algorithms/detail/overlay/less_by_segment_ratio.hpp boost/geometry/algorithms/detail/overlay/overlay.hpp boost/geometry/algorithms/detail/overlay/pointlike_areal.hpp boost/geometry/algorithms/detail/overlay/pointlike_linear.hpp boost/geometry/algorithms/detail/overlay/pointlike_pointlike.hpp boost/geometry/algorithms/detail/relate/multi_point_geometry.hpp boost/geometry/algorithms/detail/sections/range_by_section.hpp boost/geometry/algorithms/detail/sections/sectionalize.hpp boost/geometry/algorithms/detail/tupled_output.hpp boost/geometry/algorithms/detail/within/multi_point.hpp boost/geometry/algorithms/detail/within/point_in_geometry.hpp boost/geometry/algorithms/for_each.hpp boost/geometry/algorithms/length.hpp boost/geometry/algorithms/line_interpolate.hpp boost/geometry/algorithms/num_interior_rings.hpp boost/geometry/algorithms/num_points.hpp boost/geometry/algorithms/num_segments.hpp boost/geometry/algorithms/perimeter.hpp boost/geometry/algorithms/simplify.hpp boost/geometry/algorithms/transform.hpp boost/geometry/core/closure.hpp boost/geometry/core/geometry_types.hpp boost/geometry/core/interior_rings.hpp boost/geometry/core/mutable_range.hpp boost/geometry/core/point_order.hpp boost/geometry/core/point_type.hpp boost/geometry/core/ring_type.hpp boost/geometry/core/visit.hpp boost/geometry/geometries/concepts/multi_linestring_concept.hpp boost/geometry/geometries/concepts/multi_point_concept.hpp boost/geometry/geometries/concepts/multi_polygon_concept.hpp boost/geometry/index/detail/algorithms/path_intersection.hpp boost/geometry/io/dsv/write.hpp boost/geometry/io/svg/write.hpp boost/geometry/io/wkt/read.hpp boost/geometry/io/wkt/write.hpp boost/geometry/iterators/closing_iterator.hpp boost/geometry/iterators/detail/point_iterator/inner_range_type.hpp boost/geometry/iterators/ever_circling_iterator.hpp boost/geometry/srs/projections/dpar.hpp boost/geometry/strategies/cartesian/buffer_point_circle.hpp boost/geometry/strategies/cartesian/buffer_point_square.hpp boost/geometry/strategies/geographic/buffer_end_round.hpp boost/geometry/strategies/geographic/buffer_join_miter.hpp boost/geometry/strategies/geographic/buffer_join_round.hpp boost/geometry/strategies/geographic/buffer_point_circle.hpp boost/geometry/strategies/geographic/buffer_side_straight.hpp boost/geometry/strategy/spherical/envelope_multipoint.hpp boost/geometry/util/range.hpp boost/geometry/views/enumerate_view.hpp
Reverse,range,graph,boost/range/algorithm/copy.hpp,boost/detail/algorithm.hpp
Reverse,range,graph,boost/range/algorithm/count.hpp,boost/detail/algorithm.hpp
Reverse,range,graph,boost/range/algorithm/count_if.hpp,boost/detail/algorithm.hpp
Reverse,range,graph,boost/range/algorithm/equal.hpp,boost/detail/algorithm.hpp
Reverse,range,graph,boost/range/algorithm/find_if.hpp,boost/detail/algorithm.hpp
Reverse,range,graph,boost/range/algorithm/sort.hpp,boost/detail/algorithm.hpp boost/graph/vf2_sub_graph_iso.hpp
Reverse,range,graph,boost/range/algorithm/stable_sort.hpp,boost/detail/algorithm.hpp
Reverse,range,graph,boost/range/algorithm_ext/iota.hpp,boost/detail/algorithm.hpp
Reverse,range,graph,boost/range/algorithm_ext/is_sorted.hpp,boost/detail/algorithm.hpp
Reverse,range,graph,boost/range/begin.hpp,boost/detail/algorithm.hpp boost/graph/hawick_circuits.hpp
Reverse,range,graph,boost/range/end.hpp,boost/detail/algorithm.hpp boost/graph/hawick_circuits.hpp
Reverse,range,graph,boost/range/irange.hpp,boost/graph/adjacency_matrix.hpp boost/graph/detail/adjacency_list.hpp boost/graph/edge_list.hpp boost/graph/vector_as_graph.hpp
Reverse,range,graph,boost/range/iterator.hpp,boost/graph/hawick_circuits.hpp
Reverse,range,graph,boost/range/iterator_range_core.hpp,boost/graph/maximum_weighted_matching.hpp
Reverse,range,icl,boost/range/iterator_range.hpp,boost/icl/concept/interval_associator.hpp
Reverse,range,iostreams,boost/range/iterator_range.hpp,boost/iostreams/detail/resolve.hpp boost/iostreams/traits.hpp
Reverse,range,iostreams,boost/range/value_type.hpp,boost/iostreams/traits.hpp
Reverse,range,log,boost/range/as_literal.hpp,boost/log/detail/date_time_format_parser.hpp
Reverse,range,log,boost/range/begin.hpp,boost/log/expressions/formatters/char_decorator.hpp boost/log/utility/manipulators/range.hpp
Reverse,range,log,boost/range/const_iterator.hpp,boost/log/expressions/formatters/char_decorator.hpp boost/log/utility/manipulators/range.hpp
Reverse,range,log,boost/range/end.hpp,boost/log/expressions/formatters/char_decorator.hpp boost/log/utility/manipulators/range.hpp
Reverse,range,log,boost/range/iterator_range_core.hpp,boost/log/detail/date_time_format_parser.hpp boost/log/detail/decomposed_time.hpp boost/log/expressions/formatters/c_decorator.hpp boost/log/expressions/formatters/csv_decorator.hpp boost/log/expressions/formatters/xml_decorator.hpp libs/log/src/core.cpp libs/log/src/date_time_format_parser.cpp
Reverse,range,log,boost/range/size.hpp,boost/log/expressions/formatters/char_decorator.hpp
Reverse,range,log,boost/range/value_type.hpp,boost/log/expressions/formatters/char_decorator.hpp
Reverse,range,mqtt5,boost/range/iterator_range_core.hpp,boost/mqtt5/detail/traits.hpp
Reverse,range,numeric~odeint,boost/range.hpp,boost/numeric/odeint/algebra/range_algebra.hpp boost/numeric/odeint/external/gsl/gsl_wrapper.hpp boost/numeric/odeint/external/openmp/openmp_nested_algebra.hpp boost/numeric/odeint/external/openmp/openmp_range_algebra.hpp boost/numeric/odeint/external/thrust/thrust_algebra.hpp boost/numeric/odeint/external/thrust/thrust_resize.hpp boost/numeric/odeint/integrate/integrate_times.hpp boost/numeric/odeint/iterator/integrate/integrate_times.hpp boost/numeric/odeint/util/resize.hpp boost/numeric/odeint/util/same_size.hpp
Reverse,range,numeric~odeint,boost/range/adaptor/argument_fwd.hpp,boost/numeric/odeint/util/split_adaptor.hpp
Reverse,range,numeric~odeint,boost/range/adaptor/sliced.hpp,boost/numeric/odeint/external/openmp/openmp_state.hpp
Reverse,range,numeric~odeint,boost/range/algorithm/copy.hpp,boost/numeric/odeint/util/copy.hpp
Reverse,range,numeric~odeint,boost/range/algorithm/for_each.hpp,boost/numeric/odeint/iterator/integrate/detail/integrate_const.hpp boost/numeric/odeint/iterator/integrate/detail/integrate_times.hpp
Reverse,range,numeric~odeint,boost/range/config.hpp,boost/numeric/odeint/util/detail/is_range.hpp
Reverse,range,numeric~odeint,boost/range/iterator_range.hpp,boost/numeric/odeint/util/split_adaptor.hpp
Reverse,range,numeric~odeint,boost/range/size_type.hpp,boost/numeric/odeint/util/split_adaptor.hpp
Reverse,range,numeric~ublas,boost/range/iterator_range.hpp,boost/numeric/ublas/matrix_vector.hpp
Reverse,range,phoenix,boost/range/begin.hpp,boost/phoenix/stl/algorithm/detail/begin.hpp
Reverse,range,phoenix,boost/range/difference_type.hpp,boost/phoenix/stl/algorithm/querying.hpp boost/phoenix/stl/algorithm/transformation.hpp
Reverse,range,phoenix,boost/range/end.hpp,boost/phoenix/stl/algorithm/detail/end.hpp
Reverse,range,phoenix,boost/range/iterator.hpp,boost/phoenix/stl/algorithm/detail/begin.hpp boost/phoenix/stl/algorithm/detail/end.hpp boost/phoenix/stl/algorithm/querying.hpp boost/phoenix/stl/algorithm/transformation.hpp
Reverse,range,property_tree,boost/range/iterator_range_core.hpp,boost/property_tree/json_parser/detail/narrow_encoding.hpp boost/property_tree/json_parser/detail/wide_encoding.hpp
Reverse,range,proto,boost/range/begin.hpp,boost/proto/functional/range/begin.hpp
Reverse,range,proto,boost/range/empty.hpp,boost/proto/functional/range/empty.hpp
Reverse,range,proto,boost/range/end.hpp,boost/proto/functional/range/end.hpp
Reverse,range,proto,boost/range/rbegin.hpp,boost/proto/functional/range/rbegin.hpp
Reverse,range,proto,boost/range/rend.hpp,boost/proto/functional/range/rend.hpp
Reverse,range,proto,boost/range/size.hpp,boost/proto/functional/range/size.hpp
Reverse,range,ptr_container,boost/range/functions.hpp,boost/ptr_container/detail/reversible_ptr_container.hpp
Reverse,range,ptr_container,boost/range/iterator.hpp,boost/ptr_container/detail/reversible_ptr_container.hpp
Reverse,range,ptr_container,boost/range/iterator_range.hpp,boost/ptr_container/ptr_map_adapter.hpp boost/ptr_container/ptr_set_adapter.hpp
Reverse,range,sort,boost/range/begin.hpp,boost/sort/spreadsort/float_sort.hpp boost/sort/spreadsort/integer_sort.hpp boost/sort/spreadsort/spreadsort.hpp boost/sort/spreadsort/string_sort.hpp
Reverse,range,sort,boost/range/end.hpp,boost/sort/spreadsort/float_sort.hpp boost/sort/spreadsort/integer_sort.hpp boost/sort/spreadsort/spreadsort.hpp boost/sort/spreadsort/string_sort.hpp
Reverse,range,spirit,boost/range/begin.hpp,boost/spirit/home/karma/detail/string_generate.hpp boost/spirit/home/qi/string/symbols.hpp
Reverse,range,spirit,boost/range/end.hpp,boost/spirit/home/karma/detail/string_generate.hpp boost/spirit/home/qi/string/symbols.hpp
Reverse,range,spirit,boost/range/iterator_range_core.hpp,boost/spirit/home/karma/detail/pass_container.hpp boost/spirit/home/lex/lexer/lexer.hpp boost/spirit/home/lex/lexer/lexertl/position_token.hpp boost/spirit/home/lex/lexer/lexertl/token.hpp boost/spirit/home/lex/qi/plain_token.hpp boost/spirit/home/lex/qi/plain_tokenid_mask.hpp boost/spirit/home/qi/directive/raw.hpp boost/spirit/home/support/iterators/line_pos_iterator.hpp boost/spirit/home/support/utree/utree.hpp boost/spirit/home/support/utree/utree_traits.hpp boost/spirit/home/x3/core/action.hpp boost/spirit/home/x3/core/call.hpp boost/spirit/home/x3/directive/raw.hpp boost/spirit/home/x3/support/ast/position_tagged.hpp
Reverse,range,spirit,boost/range/range_fwd.hpp,boost/spirit/home/qi/detail/assign_to.hpp boost/spirit/home/support/attributes.hpp boost/spirit/home/support/container.hpp boost/spirit/home/x3/support/traits/is_range.hpp
Reverse,range,xpressive,boost/range/as_literal.hpp,boost/xpressive/match_results.hpp
Reverse,range,xpressive,boost/range/begin.hpp,boost/xpressive/detail/utility/algorithm.hpp boost/xpressive/detail/utility/symbols.hpp boost/xpressive/match_results.hpp boost/xpressive/regex_algorithms.hpp boost/xpressive/regex_compiler.hpp
Reverse,range,xpressive,boost/range/const_iterator.hpp,boost/xpressive/detail/utility/symbols.hpp boost/xpressive/match_results.hpp boost/xpressive/sub_match.hpp
Reverse,range,xpressive,boost/range/end.hpp,boost/xpressive/detail/utility/algorithm.hpp boost/xpressive/detail/utility/symbols.hpp boost/xpressive/match_results.hpp boost/xpressive/regex_algorithms.hpp boost/xpressive/regex_compiler.hpp
Reverse,range,xpressive,boost/range/iterator_range.hpp,boost/xpressive/regex_actions.hpp
Reverse,range,xpressive,boost/range/mutable_iterator.hpp,boost/xpressive/sub_match.hpp
Reverse,range,xpressive,boost/range/size.hpp,boost/xpressive/detail/utility/algorithm.hpp
Reverse,range,xpressive,boost/range/value_type.hpp,boost/xpressive/detail/utility/algorithm.hpp boost/xpressive/detail/utility/symbols.hpp
Reverse,ratio,chrono,boost/ratio/config.hpp,boost/chrono/io/duration_units.hpp boost/chrono/system_clocks.hpp
Reverse,ratio,chrono,boost/ratio/detail/is_evenly_divisible_by.hpp,boost/chrono/detail/is_evenly_divisible_by.hpp
Reverse,ratio,chrono,boost/ratio/detail/is_ratio.hpp,boost/chrono/duration.hpp
Reverse,ratio,chrono,boost/ratio/ratio.hpp,boost/chrono/duration.hpp boost/chrono/typeof/boost/ratio.hpp
Reverse,ratio,chrono,boost/ratio/ratio_io.hpp,boost/chrono/io/duration_io.hpp boost/chrono/io/duration_units.hpp boost/chrono/io_v1/chrono_io.hpp
Primary,rational,assert,boost/assert.hpp,boost/rational.hpp
Primary,rational,config,boost/config.hpp,boost/rational.hpp
Primary,rational,config,boost/detail/workaround.hpp,boost/rational.hpp
Primary,rational,core,boost/utility/enable_if.hpp,boost/rational.hpp
Primary,rational,integer,boost/integer/common_factor_rt.hpp,boost/rational.hpp
Primary,rational,static_assert,boost/static_assert.hpp,boost/rational.hpp
Primary,rational,throw_exception,boost/throw_exception.hpp,boost/rational.hpp
Primary,rational,type_traits,boost/type_traits/is_array.hpp,boost/rational.hpp
Primary,rational,type_traits,boost/type_traits/is_class.hpp,boost/rational.hpp
Primary,rational,type_traits,boost/type_traits/is_convertible.hpp,boost/rational.hpp
Primary,rational,type_traits,boost/type_traits/is_same.hpp,boost/rational.hpp
Primary,rational,utility,boost/call_traits.hpp,boost/rational.hpp
Reverse,rational,geometry,boost/rational.hpp,boost/geometry/core/coordinate_promotion.hpp boost/geometry/policies/robustness/segment_ratio.hpp boost/geometry/util/rational.hpp
Reverse,rational,icl,boost/rational.hpp,boost/icl/rational.hpp
Primary,redis,asio,boost/asio/any_completion_handler.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/any_io_executor.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/basic_stream_socket.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/basic_waitable_timer.hpp,boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/bind_executor.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/buffer.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/cancel_after.hpp,boost/redis/connection.hpp boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/cancellation_type.hpp,boost/redis/detail/exec_fsm.hpp boost/redis/detail/helper.hpp boost/redis/detail/reader_fsm.hpp
Primary,redis,asio,boost/asio/compose.hpp,boost/redis/detail/health_checker.hpp boost/redis/detail/redis_stream.hpp boost/redis/detail/resp3_handshaker.hpp
Primary,redis,asio,boost/asio/connect.hpp,boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/consign.hpp,boost/redis/detail/health_checker.hpp
Primary,redis,asio,boost/asio/coroutine.hpp,boost/redis/connection.hpp boost/redis/detail/health_checker.hpp boost/redis/detail/redis_stream.hpp boost/redis/detail/resp3_handshaker.hpp
Primary,redis,asio,boost/asio/deferred.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/error.hpp,boost/redis/impl/exec_fsm.ipp
Primary,redis,asio,boost/asio/experimental/channel.hpp,boost/redis/connection.hpp boost/redis/detail/multiplexer.hpp
Primary,redis,asio,boost/asio/experimental/parallel_group.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/immediate.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/io_context.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/ip/basic_resolver.hpp,boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/ip/tcp.hpp,boost/redis/connection.hpp boost/redis/detail/connection_logger.hpp boost/redis/detail/redis_stream.hpp boost/redis/impl/connection_logger.ipp
Primary,redis,asio,boost/asio/local/stream_protocol.hpp,boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/post.hpp,boost/redis/detail/health_checker.hpp
Primary,redis,asio,boost/asio/prepend.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/read_until.hpp,boost/redis/connection.hpp
Primary,redis,asio,boost/asio/ssl/context.hpp,boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/ssl/stream.hpp,boost/redis/connection.hpp boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/ssl/stream_base.hpp,boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/steady_timer.hpp,boost/redis/connection.hpp boost/redis/detail/health_checker.hpp boost/redis/detail/redis_stream.hpp
Primary,redis,asio,boost/asio/write.hpp,boost/redis/connection.hpp boost/redis/detail/write.hpp
Primary,redis,assert,boost/assert.hpp,boost/redis/adapter/detail/adapters.hpp boost/redis/connection.hpp boost/redis/impl/error.ipp boost/redis/impl/exec_fsm.ipp boost/redis/impl/response.ipp boost/redis/resp3/impl/parser.ipp boost/redis/resp3/impl/type.ipp boost/redis/resp3/type.hpp
Primary,redis,config,boost/config.hpp,boost/redis/connection.hpp
Primary,redis,core,boost/core/ignore_unused.hpp,boost/redis/connection.hpp
Primary,redis,mp11,boost/mp11.hpp,boost/redis/adapter/detail/response_traits.hpp boost/redis/adapter/detail/result_traits.hpp
Primary,redis,system,boost/system.hpp,boost/redis/adapter/detail/response_traits.hpp boost/redis/response.hpp
Primary,redis,system,boost/system/error_code.hpp,boost/redis/adapter/any_adapter.hpp boost/redis/adapter/ignore.hpp boost/redis/detail/connection_logger.hpp boost/redis/detail/exec_fsm.hpp boost/redis/detail/reader_fsm.hpp boost/redis/detail/redis_stream.hpp boost/redis/error.hpp boost/redis/impl/connection_logger.ipp boost/redis/resp3/parser.hpp
Primary,redis,system,boost/system/result.hpp,boost/redis/adapter/result.hpp boost/redis/ignore.hpp
Primary,redis,system,boost/system/system_error.hpp,boost/redis/resp3/serialization.hpp
Primary,redis,throw_exception,boost/throw_exception.hpp,boost/redis/resp3/serialization.hpp
Primary,regex,(unknown),boost/regex/config/borland.hpp,boost/regex/config.hpp
Primary,regex,assert,boost/assert.hpp,boost/regex/config.hpp
Primary,regex,concept_check,boost/concept_archetype.hpp,boost/regex/concepts.hpp
Primary,regex,concept_check,boost/concept_check.hpp,boost/regex/concepts.hpp
Primary,regex,config,boost/config.hpp,boost/regex/config.hpp boost/regex/v5/perl_matcher_common.hpp boost/regex/v5/perl_matcher_non_recursive.hpp boost/regex/v5/u32regex_iterator.hpp boost/regex/v5/u32regex_token_iterator.hpp
Primary,regex,config,boost/config/auto_link.hpp,boost/regex/v5/cregex.hpp
Primary,regex,config,boost/detail/workaround.hpp,boost/regex/v5/regex_workaround.hpp
Primary,regex,config,boost/version.hpp,boost/regex/config.hpp
Primary,regex,core,boost/core/snprintf.hpp,libs/regex/src/posix_api.cpp libs/regex/src/wide_posix_api.cpp
Primary,regex,predef,boost/predef.h,boost/regex/config.hpp
Primary,regex,static_assert,boost/static_assert.hpp,boost/regex/concepts.hpp
Primary,regex,throw_exception,boost/throw_exception.hpp,boost/regex/v5/perl_matcher.hpp boost/regex/v5/regex_workaround.hpp boost/regex/v5/unicode_iterator.hpp
Primary,regex,type_traits,boost/type_traits/is_base_and_derived.hpp,boost/regex/concepts.hpp
Primary,regex,type_traits,boost/type_traits/is_enum.hpp,boost/regex/concepts.hpp
Reverse,regex,algorithm,boost/regex.hpp,boost/algorithm/string/detail/finder_regex.hpp boost/algorithm/string/detail/formatter_regex.hpp boost/algorithm/string/regex.hpp boost/algorithm/string/regex_find_format.hpp boost/algorithm/string_regex.hpp
Reverse,regex,graph,boost/regex.hpp,libs/graph/src/read_graphviz_new.cpp
Reverse,regex,iostreams,boost/regex.hpp,boost/iostreams/filter/grep.hpp boost/iostreams/filter/regex.hpp
Reverse,regex,log,boost/regex.hpp,boost/log/support/regex.hpp libs/log/src/setup/matches_relation_factory.cpp
Reverse,regex,range,boost/regex.hpp,boost/range/adaptor/tokenized.hpp
Reverse,regex,spirit,boost/regex.hpp,boost/spirit/home/classic/utility/regex.hpp
Primary,safe_numerics,concept_check,boost/concept/assert.hpp,boost/safe_numerics/safe_base.hpp
Primary,safe_numerics,concept_check,boost/concept/usage.hpp,boost/safe_numerics/concept/safe_numeric.hpp
Primary,safe_numerics,config,boost/config.hpp,boost/safe_numerics/exception_policies.hpp boost/safe_numerics/safe_base.hpp boost/safe_numerics/safe_base_operations.hpp
Primary,safe_numerics,core,boost/core/enable_if.hpp,boost/safe_numerics/safe_base_operations.hpp
Primary,safe_numerics,integer,boost/integer.hpp,boost/safe_numerics/automatic.hpp boost/safe_numerics/cpp.hpp boost/safe_numerics/safe_base_operations.hpp boost/safe_numerics/utility.hpp
Primary,safe_numerics,logic,boost/logic/tribool.hpp,boost/safe_numerics/checked_default.hpp boost/safe_numerics/checked_result_operations.hpp boost/safe_numerics/interval.hpp boost/safe_numerics/safe_base_operations.hpp
Primary,safe_numerics,mp11,boost/mp11.hpp,boost/safe_numerics/exception_policies.hpp
Primary,safe_numerics,mp11,boost/mp11/function.hpp,boost/safe_numerics/safe_base_operations.hpp
Primary,safe_numerics,mp11,boost/mp11/utility.hpp,boost/safe_numerics/safe_base_operations.hpp boost/safe_numerics/safe_integer_literal.hpp
Primary,scope,assert,boost/assert.hpp,boost/scope/exception_checker.hpp
Primary,scope,config,boost/config.hpp,boost/scope/detail/config.hpp
Primary,scope,core,boost/core/addressof.hpp,boost/scope/error_code_checker.hpp boost/scope/unique_resource.hpp
Primary,scope,core,boost/core/invoke_swap.hpp,boost/scope/unique_resource.hpp
Primary,scope,core,boost/core/uncaught_exceptions.hpp,boost/scope/exception_checker.hpp
Primary,scope,type_traits,boost/type_traits/conjunction.hpp,boost/scope/detail/type_traits/conjunction.hpp
Primary,scope,type_traits,boost/type_traits/disjunction.hpp,boost/scope/detail/type_traits/disjunction.hpp
Primary,scope,type_traits,boost/type_traits/is_final.hpp,boost/scope/detail/type_traits/is_final.hpp
Primary,scope,type_traits,boost/type_traits/is_nothrow_swappable.hpp,boost/scope/detail/type_traits/is_nothrow_swappable.hpp
Primary,scope,type_traits,boost/type_traits/is_swappable.hpp,boost/scope/detail/type_traits/is_swappable.hpp
Primary,scope,type_traits,boost/type_traits/negation.hpp,boost/scope/detail/type_traits/negation.hpp
Reverse,scope,filesystem,boost/scope/unique_fd.hpp,libs/filesystem/src/directory.cpp libs/filesystem/src/operations.cpp libs/filesystem/src/posix_tools.hpp libs/filesystem/src/unique_path.cpp
Reverse,scope,filesystem,boost/scope/unique_resource.hpp,libs/filesystem/src/windows_tools.hpp
Primary,scope_exit,config,boost/config.hpp,boost/scope_exit.hpp
Primary,scope_exit,config,boost/config/workaround.hpp,boost/scope_exit.hpp
Primary,scope_exit,config,boost/detail/workaround.hpp,boost/scope_exit.hpp
Primary,scope_exit,function,boost/function.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/cat.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/comparison/equal.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/control/expr_iif.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/control/iif.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/detail/is_unary.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/facilities/empty.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/facilities/identity.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/facilities/is_empty.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/list/adt.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/list/append.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/list/enum.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/list/fold_left.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/list/for_each_i.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/logical/bitand.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/logical/bitor.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/punctuation/comma_if.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/punctuation/paren_if.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/seq/cat.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/seq/size.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/seq/to_tuple.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/tuple/eat.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/tuple/elem.hpp,boost/scope_exit.hpp
Primary,scope_exit,preprocessor,boost/preprocessor/tuple/to_list.hpp,boost/scope_exit.hpp
Primary,scope_exit,type_traits,boost/type_traits/enable_if.hpp,boost/scope_exit.hpp
Primary,scope_exit,type_traits,boost/type_traits/integral_constant.hpp,boost/scope_exit.hpp
Primary,scope_exit,type_traits,boost/type_traits/is_function.hpp,boost/scope_exit.hpp
Primary,scope_exit,typeof,boost/typeof/typeof.hpp,boost/scope_exit.hpp
Reverse,scope_exit,local_function,boost/scope_exit.hpp,boost/local_function/aux_/macro/code_/bind.hpp boost/local_function/aux_/macro/code_/functor.hpp boost/local_function/aux_/macro/code_/result.hpp boost/local_function/aux_/macro/decl.hpp
Primary,serialization,array,boost/array.hpp,boost/archive/iterators/wchar_from_mb.hpp boost/serialization/boost_array.hpp
